HEORG_REFNO,HealthOrg_Description,Postal_Address,Postal_Suburb,Postal_State,Postal_Postcode,Fax,Phone,Work_Phone,Mobile_Phone,Email
64385,Focus Osteopathy,510 High Street Road,MOUNT WAVERLEY,VIC,3149,03 9803 4701,03 8677 2297,NULL,NULL,info@focusosteopathy.com.au
68757,Focused Psychology,157 Myer Street,GEELONG,VIC,3220,03 8669 4504,0422 071 293,NULL,NULL,NULL
68647,Focused Psychology Services,"Level 2, 38 Montpelier Retreat",BATTERY POINT,TAS,7004,03 6134 8826,03 6118 4944,NULL,NULL,admin@focusedpsychologyservices.com.au
62783,Fodmap Nutrition And Dietetics,91 MAROONDAH HIGHWAY,RINGWOOD,VIC,3134,1800 852 896,03 9845 7144,NULL,NULL,info@fodmapdietetics.com
64019,Foley Dermatology & Associates - East Malvern,323 Wattletree Road,MALVERN EAST,VIC,3145,03 9508 0601,03 9508 0600,NULL,NULL,reception@foleydermatology.com.au
67696,Foley Dermatology & Associates - Pakenham,"Level 2, 9 Village Way",PAKENHAM,VIC,3810,03 9037 7023,03 9037 7013,NULL,NULL,admin@foleydermatology.com.au
61839,FoodWise Dietetic Services,200 Manningham Road,TEMPLESTOWE LOWER,VIC,3107,03 53328939,0415 177 305,NULL,NULL,foodwiseapd@optusnet.com.au
66840,Foost,758 North Road,ORMOND,VIC,3204,NULL,0412 395 283,NULL,NULL,kate@foodforethought.com.au
63463,Foot & Ankle Rehabilitation Australia - Brighton,"Suite 4, 214 Bay Street",BRIGHTON,VIC,3186,NULL,03 9596 6612,NULL,NULL,admin@faara.com.au
65664,Foot & Ankle Rehabilitation Australia - Church Street,159 Church Street,BRIGHTON,VIC,3186,NULL,03 9596 6612,NULL,NULL,admin@faara.com.au
64699,Foot & Ankle Rehabilitation Australia - East Melbourne,"Melbourne Orthopaedic Surgeons, 170 Gipps Street",EAST MELBOURNE,VIC,3002,NULL,03 9928 6969,NULL,NULL,NULL
68216,Foot & Ankle Rehabilitation Australia - Geelong,283 Latrobe Terrace,GEELONG,VIC,3220,03 5229 4847,03 5221 8822,NULL,NULL,geelong@coriobayhealth.com.au
66559,Foot & Leg Pain Clinic,216 Lower Heidelberg Road,IVANHOE EAST,VIC,3079,NULL,1300 328 300,NULL,NULL,kristie@regenerationclinics.com.au
65450,Foot Ankle & Rehabilitation Clinics - Riverside,318 West Tamar Road,RIVERSIDE,TAS,7250,03 6311 1808,03 6327 1920,NULL,NULL,info@farc.com.au
67521,Foot Ankle & Rehabilitation Clinics - Sandy Bay,"Suite 8B, 1 Magnet Court",SANDY BAY,TAS,7005,03 6311 1808,03 6327 1920,NULL,NULL,reception@farc.com.au
62396,Foot Hold Podiatry - Walkabout in Comfort,1283 North Road,HUNTINGDALE,VIC,3166,03 9548 8831,03 9548 7442,NULL,NULL,info@foothold.net.au
62026,Foot Plus Podiatry,355 Centre Road,BENTLEIGH,VIC,3204,03 9557 8886,03 9557 8886,NULL,NULL,info@footplus.com.au
68352,Foot Posture Centre - Ivanhoe,217 Upper Heidelberg Road,IVANHOE,VIC,3079,03 9499 3277,03 9499 2006,NULL,NULL,footposture@netspace.net.au
61434,Foot Street Podiatry - Frankston,11 Foot Street,FRANKSTON,VIC,3199,03 9781 0965,03 9766 3253,NULL,NULL,admin@footstreetpodiatry.com.au
65246,Foot Street Podiatry - Seaford,266 Seaford Road,SEAFORD,VIC,3198,03 9785 1154,03 9786 4866,NULL,NULL,trevor@footstreetpodiatry.com.au
66921,Foot Systems & Sport & Exercise Podiatry,17 Campbell Street,HOBART,TAS,7000,NULL,03 6234 4055,NULL,NULL,reception@footsystems.com.au
65817,"Foot, Ankle and Rehabilitation Clinics","Eastbooke Family Clinic LIncolnville, Level 1, 493 495 Keilor Road",NIDDRIE,VIC,3042,03 9351 0368,03 9374 2800,NULL,NULL,frontierfootclinicniddrie@gmail.com
15157,FOOTE ST MED CTR,FOOTE ST MED CTR 179 FOOTE STREET,TEMPLESTOWE,VIC,3106,9846 4980,9846 1777,NULL,NULL,NULL
65235,Foote Street Medical Centre,179 Foote Street,TEMPLESTOWE,VIC,3106,03 9846 4980,03 9846 1777,NULL,NULL,NULL
64351,Footlab Plus,36 Wantirna Road,RINGWOOD,VIC,3134,03 9870 6227,03 9870 1301,NULL,NULL,info@footlabplus.com.au
64893,Footprints Podiatry - Cooee,52-56 Bass Highway,COOEE,TAS,7320,03 6425 6333,03 6425 7333,NULL,NULL,appointments@footprintspodiatry.com
65291,Footprints Podiatry - Ulverstone,56 Alexandra Road,ULVERSTONE,TAS,7315,03 6425 6333,03 6425 7333,NULL,NULL,appointments@footprintspodiatry.com
65752,Footprints Podiatry - Wynyard,"Wynyard Medical Centre, 138 Goldie Street",WYNYARD,TAS,7325,03 6425 6333,03 6425 7333,NULL,NULL,appointments@footprintspodiatry.com
69218,Footprints Podiatry Smithton,165 Nelson Street,SMITHTON,TAS,7330,03 6425 6333,03 6425 7333,NULL,NULL,appointments@footprintspodiatry.com
18329,Footscray Aged Care,25 Mephan St,Footscray,VIC,3011,NULL,9318 4244,NULL,NULL,NULL
63889,Footscray Chiropractic Clinic,37 Geelong Road,FOOTSCRAY,VIC,3011,03 9687 6380,03 9687 3886,NULL,NULL,footscraychiropractic@onestream.com.au
12457,FOOTSCRAY CLINIC,FOOTSCRAY CLINIC 39 LEEDS STREET,FOOTSCRAY,VIC,3011,9687 8941,9687 1144,NULL,NULL,NULL
66239,Footscray Counselling Centre,571 Barkly Street,WEST FOOTSCRAY,VIC,3012,NULL,03 9687 5670,NULL,NULL,belinda@footscraycounselling.com.au
67563,Footscray Foot Clinic,83 Paisley Street,FOOTSCRAY,VIC,3011,NULL,03 9687 1945,NULL,NULL,footscrayfootclinic@gmail.com
35692,Footscray Hospital,145 Gordon Street,Footscray,VIC,3011,8345 6143,8345 6466,NULL,NULL,NULL
9123,Footscray Hospital,160 Gordon Street,Footscray,VIC,3011,NULL,03 8345 6666,NULL,NULL,NULL
36091,Footscray Hospital - Western Health,160 GORDON STREET,FOOTSCRAY,VIC,3011,03 8345 6695,03 8345 6124,NULL,NULL,whfpublicaffairs@wh.org.au
61316,Footscray Market Medical Clinic,39 Leeds Street,FOOTSCRAY,VIC,3011,03 9687 8941,03 9687 1144,NULL,NULL,footscrayclinic@tpg.com.au
41630,Footscray Medical Centre,42A Byron Street,FOOTSCRAY,VIC,3011,03 9687 2055,03 9687 0088,NULL,NULL,NULL
28351,Footscray Medical Clinic,72 Nicholson Street,FOOTSCRAY,VIC,3011,03 9687 7523,03 9687 1211,NULL,NULL,reception@footscraymedicalclinic.com.au
61187,Footscray Neurology,23 STANLAKE STREET,FOOTSCRAY,VIC,3011,03 9317 3365,03 9318 5097,NULL,NULL,footscrayneurology@gmail.com
69403,Footscray Orthodontics,60 DROOP STREET,FOOTSCRAY,VIC,3011,NULL,03 9689 8211,NULL,NULL,footscray.orthodontics@gmail.com
16125,FOOTSCRAY WEST MED C,65 GORDON STREET,FOOTSCRAY,VIC,3011,9318 3733,9318 2622,NULL,NULL,NULL
64658,Footsteps Podiatry - West Wodonga,19 Emery Court,WEST WODONGA,VIC,3690,02 6059 7712,02 6059 7000,NULL,NULL,footsteps.reception@gmail.com
66687,Footwise Podiatry Group - Lower Plenty,"Bodyline Health Centre, 17 Main Road",LOWER PLENTY,VIC,3093,03 8678 1233,03 9095 7203,NULL,NULL,info@footwisepodiatrygroup.com.au
66915,Footworks Podiatry Group,30 Carrier Street,BENALLA,VIC,3672,03 5762 5991,03 5762 2033,NULL,NULL,NULL
16132,FOR LIFE MED CTR,14 ST JOHNS AVENUE,SPRINGVALE,VIC,3171,9562 3518,9562 3824,NULL,NULL,NULL
64038,For Life Medical Centre,14 St Johns Avenue,SPRINGVALE,VIC,3171,03 9562 3518,03 9562 3824,NULL,NULL,forlifemedicalcentre@gmail.com
60373,Fordgate Medical Centre,313 Barry Road,CAMPBELLFIELD,VIC,3061,03 9357 7238,03 9357 9866,NULL,NULL,barryroadpracticemanager@gmail.com
10038,Fordgate Medical Centre,313 Barry Road,Campbellfield,VIC,3061,9357 7238,9357 9866,NULL,NULL,NULL
73412,Forensic Assessment Intervention Service (FAIS),11 Adams Place,GEELONG,VIC,3220,03 5222 3048,03 5222 3041,NULL,NULL,cath@fais.com.au
66340,Forensicare - Marrmak,"Dame Phyliss Frost Centre, 106 162 Riding Boundary Road",DEER PARK,VIC,3023,03 9210 8480,03 9217 8400,NULL,NULL,info@forensicare.vic.gov.au
62668,Forensicare - Melbourne Assessment Prison,"Forensicare Health Services, 317 Spencer Street",WEST MELBOURNE,VIC,3003,03 9321 4830,03 9321 4250,NULL,NULL,info@forensicare.vic.gov.au
43810,Forensicare Mental Health,505 Hoddle Street,Clifton Hill,VIC,3068,9947 2599,9947 2500,NULL,NULL,NULL
61130,ForensiClinic,199 Campbell Street,NORTH HOBART,TAS,7000,03 6234 5007,03 6234 5006,NULL,NULL,admin@forensiclinic.com.au
66428,Forest Hill Chase Medical Centre,"Forest Hill Chase Shopping Centre, Shop MM02B, 270 Canterbury Road",FOREST HILL,VIC,3131,0399572277,0388404248,NULL,NULL,reception@foresthillchasemed.com.au
52010,Forest Hill Chase Medical Centre,Forest Hill Chase Medical Centre 270 Canterbury Road,Forest Hill,VIC,3131,8840 4258,8840 4248,NULL,NULL,NULL
63086,Forest Hill Dermatology & Skin Cancer Clinic,383 Springvale Road,FOREST HILL,VIC,3131,03 9894 8977,03 9877 2099,NULL,NULL,drjjhorton@bigpond.com
9354,Forest Hill Dialysis Centre,"Shops 26 & 27 Forest Hill Chase, Mahoneys Road",Forest Hill,VIC,3131,NULL,03 9877 7814,NULL,NULL,NULL
27449,Forest Hill Family Clinic,249 Canterbury Road,FOREST HILL,VIC,3131,03 9894 4867,03 9875 6222,NULL,NULL,reception@foresthillclinic.com.au
69381,Forest Hill Massage Therapy,35 Deans Wood Road,FOREST HILL,VIC,3131,NULL,03 9877 6872,NULL,NULL,NULL
11978,FOREST HILL MED CTR,FOREST HILL MED CTR 385 SPRINGVALE ROAD,FOREST HILL,VIC,3131,9894 1631,9878 4544,NULL,NULL,NULL
60733,Forest Hill Medical,385 Springvale Road,FOREST HILL,VIC,3131,03 9894 1631,03 9878 4544,NULL,NULL,pm@fhmc.com.au
52471,Forest Hill Medical & Dental Services,490 -524 Springvale Road,Forest Hill,VIC,3131,8804 1901,8804 1900,NULL,NULL,NULL
17554,Forest Hill Medical and Dental Centre,490-524 Springvale Road,FOREST HILL,VIC,3131,03 8804 1901,03 8804 1900,NULL,NULL,foresthilldental@healius.com.au
16131,Forest Hill Medical Centre,385 Springvale Road,Forest Hill,VIC,3131,9894 1631,9878 4544,NULL,NULL,NULL
61220,Forest Hill Optometry,42 Mahoneys Road,FOREST HILL,VIC,3131,03 9878 3922,03 9878 3111,NULL,NULL,foresthilloptometry@iinet.net.au
38131,Forest Hill Specialist Centre,323 Springvale Road,Forest Hill,VIC,3131,9894 4473,9877 5155,NULL,NULL,NULL
66566,Forest Road Chiropractic,48 Forest Road,FERNTREE GULLY,VIC,3156,NULL,03 9758 8522,NULL,NULL,NULL
43071,Forest Road Medical Centre,Shop 3-4/ 3-5 Forest Road,Lara,VIC,3212,5282 5119,5282 8872,NULL,NULL,NULL
62145,Forest Road Medical Centre,3-5 Forest Road,LARA,VIC,3212,03 5282 5119,03 5282 8872,NULL,NULL,forestroadmedical@gmail.com
62689,Form and Practice - Olinda,1542 Mount Dandenong Tourist Road,OLINDA,VIC,3788,03 9751 0411,03 9751 0400,NULL,NULL,hello@formandpractice.com.au
68912,Forno Chiropractic,"Suite 2, 1 James Street",BAYSWATER,VIC,3153,03 9720 7900,03 9720 0777,NULL,NULL,admin@fornochiro.com.au
63026,forPsych,Tremal Ct,WEST LAUNCESTON,TAS,7250,.,03 63491177,NULL,NULL,nfo@forpsych.com.au
34432,Forsyth Park Medical Centre,200 Forsyth Road,TRUGANINA,VIC,3029,03 8360 5369,03 8360 5359,NULL,NULL,reception.forsythparkmc@gmail.com
15041,Foster Medical Centre,97 Station Road,FOSTER,VIC,3960,03 5682 2900,03 5682 2088,NULL,NULL,office@fostermedical.com.au
39215,Foundation House,4 Gardiner Street,Brunswick,VIC,3056,9277 7871,9388 0022,NULL,NULL,NULL
62800,Foundation Psychology Vic,"Level 1 , 300 Whitehorse Road",BALWYN,VIC,3103,03 9039 2178,03 9039 2177,NULL,NULL,info@foundationpsychology.com.au
16135,FOUNTAIN GATE MED CT,151 KURRAJONG ROAD,NARRE WARREN,VIC,3805,9704 1841,9704 8011,NULL,NULL,NULL
60612,Fountain Gate Medical Centre,151 Kurrajong Road,NARRE WARREN,VIC,3805,0397041841,0397048011,NULL,NULL,fgmc@scmg.com.au
64102,Fountain Gate Physiotherapy,427 Princes Highway,NARRE WARREN,VIC,3805,03 9796 0341,03 9796 7599,NULL,NULL,info@fountaingatephysio.com.au
53970,Four Corners Medical,"Suite 4, 201 FERRIS ROAD",COBBLEBANK,VIC,3338,03 9994 0002,03 9994 0000,NULL,NULL,reception@fourcornersmedical.com.au
64458,Fran Brown - Diabetes Educator,"Unit 5, 18 BELL STREET",HEIDELBERG HEIGHTS,VIC,3081,03 9959 8199,03 8804 6877,NULL,NULL,admin@melbournediabetes.com.au
73386,Fran Smullen - Mental Health Social Worker,"Shepparton Medical Centre, 49 Graham Street",SHEPPARTON,VIC,3630,03 5831 7568,03 5823 3100,NULL,NULL,f.smullen@shepmed.unimelb.edu.au
65680,Frances Elmer-James Physiotherapy,"The Rejuve Centre, 111 Hill Street",WEST HOBART,TAS,7000,NULL,0406 108 620,NULL,NULL,NULL
21865,Frances Perry House - Maternity and Surgical Hospital,"Royal Women's Hospital Building, Level 6&7, 20 Flemington Road",PARKVILLE,VIC,3052,03 9344 5055,03 9344 5000,NULL,NULL,NULL
49790,Frances Perry House Consulting Suites,"Suite A, 20 Flemington Road",Parkville,VIC,3052,9357 5546,9344 5051,NULL,NULL,NULL
9330,Frances Perry Private Hospital [Carlton],285 Cardigan Street,Carlton,VIC,3053,NULL,03 9221 5000,NULL,NULL,NULL
64523,Frank Bruscino-Raiola,"Suite 6, 228 Cotham Road",KEW,VIC,3101,03 9816 9266,03 9816 9233,NULL,NULL,NULL
69287,Frank Dental at Frankston,21 Davey Street,FRANKSTON,VIC,3199,03 9783 4485,03 9783 4485,NULL,NULL,info@frank-dental.com.au
27631,Frank Health Insurance,Po Box 69,Geelong,VIC,3220,NULL,1300 437265,NULL,NULL,NULL
61654,Franklin Street Clinic,15 Franklin Street,LINDISFARNE,TAS,7015,03 62430911,03 6243 0122,NULL,NULL,NULL
61457,Frankston Anaesthetic Services,25 Hastings Road,FRANKSTON,VIC,3199,03 9770 1204,03 9770 1388,NULL,NULL,fas@fasonline.com.au
73473,Frankston City Council - Community Care,30 Davey Street,FRANKSTON,VIC,3199,03 9784 1094,1300 322 322,NULL,NULL,NULL
9586,Frankston Community Health Service (Peninsula Health),Frankston Integrated Health Centre 8-10 Hasting Road,FRANKSTON,VIC,3199,(03) 9784 8149,(03) 9784 8100,NULL,NULL,NULL
65782,Frankston Early in Life Mental Health Service,"Landmark Building, Level 4, 454 Nepean Highway",FRANKSTON,VIC,3199,03 8572 4999,03 8572 4950,NULL,NULL,elmhs@monashhealth.org
65254,Frankston Endodontic Surgery - Specialist Endodontist,"Brockwood House, Floor 1 Suite 9, 424 Nepean Highway",FRANKSTON,VIC,3199,03 9783 1200,03 9783 5098,NULL,NULL,frankstonspecialistendodontics@gmail.com
64679,Frankston Family Chiropractic,62 Cranbourne Road,FRANKSTON,VIC,3199,NULL,03 9783 9980,NULL,NULL,reception@frankstonfamilychiro.com.au
61754,Frankston GI,"Frankston Private Hospital - North Building, Level 3 Suite 8, 5 Susono Way",FRANKSTON,VIC,3199,03 8763 4002,03 8763 3999,NULL,NULL,NULL
12358,FRANKSTON HEALTHCARE,42 Young Street,Frankston,VIC,3199,9770 0014,9770 0023,NULL,NULL,NULL
62865,Frankston Healthcare,"Shop 4, 42 Young Street",FRANKSTON,VIC,3199,03 9770 0014,03 9770 0023,NULL,NULL,fhcmedical@gmail.com
9179,Frankston Hospital,2 Hastings Road,Frankston,VIC,3199,9788 1879,03 9784 7777,NULL,NULL,NULL
65576,Frankston Medical & Specialist Centre,15 Hastings Road,FRANKSTON,VIC,3199,03 9783 9467,03 9783 3030,NULL,NULL,geriatrics.victoria@gmail.com
10192,FRANKSTON MEDICAL CLINIC,FRANKSTON MEDICAL CLINIC 61 BEACH STREET,FRANKSTON,VIC,3199,9781 4695,9781 3222,NULL,NULL,NULL
12958,FRANKSTON MEDICAL CLINIC,FRANKSTON MEDICAL CLINIC 20 UNION ROAD,LANGWARRIN,VIC,3910,9781 4695,9781 3222,NULL,NULL,NULL
72657,Frankston Medicare Urgent Care Clinic,"Shop 1-3, 49 Beach Street",FRANKSTON,VIC,3199,0391191079,0391191077,NULL,NULL,NULL
63383,Frankston Neurology Specialist Center,49 Cranbourne Road,FRANKSTON,VIC,3199,03 8080 6409,03 8726 0312,NULL,NULL,admin@frankstonneurology.com.au
63388,Frankston Orthopaedic Services,23 Dandenong Road E,FRANKSTON,VIC,3199,03 9770 0177,03 9770 0611,NULL,NULL,info@frankstonorthopaedicservices.com.au
63090,Frankston Osteopathy,8 Heatherhill Road,FRANKSTON,VIC,3199,03 9770 2935,03 8772 2099,NULL,NULL,info@frankstonosteopathy.com.au
73387,Frankston Pain Management,"Suite 7, 20 Clarendon Street",FRANKSTON,VIC,3199,03 9770 0944,03 9770 0522,NULL,NULL,info@fpmx.com.au
65175,Frankston Podiatry,2 Finlay Street,FRANKSTON,VIC,3199,03 8672 3170,03 9088 4100,NULL,NULL,NULL
69028,Frankston Podiatry Centre,3 Park Lane,FRANKSTON,VIC,3199,03 5975 7811,03 9783 6764,NULL,NULL,polipedics1@bigpond.com
67046,Frankston Private Cardiology,"Level 3 Suite 2, 24 28 Frankston-flinders Road",FRANKSTON,VIC,3199,03 9770 0255,03 9770 0844,NULL,NULL,reception@frankston-cardiology.com.au
69192,Frankston Private Cardiology - Kooweerup,235 Rossiter Road,KOO WEE RUP,VIC,3981,03 9770 0255,03 9770 0844,NULL,NULL,reception@frankston-cardiology.com.au
68749,Frankston Private Cardiology - McCrae,"Peninsula Medical Specialist Suites, 1533 Point Nepean Road",CAPEL SOUND,VIC,3940,03 9770 0255,03 9770 0844,NULL,NULL,reception@frankston-cardiology.com.au
66211,Frankston Private Cardiology - The Bays Hospital,"The Bays Hospital, 4 Vale Street",MORNINGTON,VIC,3931,03 9770 0255,03 9770 0844,NULL,NULL,reception@frankston-cardiology.com.au
24508,Frankston Private Day Surgery,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69416,Frankston Private Specialist Doctors,"Level 3, 24 28 Frankston-Flinders Road",FRANKSTON,VIC,3199,03 9781 6980,03 9781 6990,NULL,NULL,reception@mmendoscopy.com.au
62415,Frankston Psychology and Hypnotherapy,117 Frankston-flinders Road,FRANKSTON,VIC,3199,03 9783 7769,03 9783 7724,NULL,NULL,frankstonpsychology@bigpond.com
32073,Frankston Radiation Oncology Centre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68586,Frankston Urology Services,952 Nepean Highway,MORNINGTON,VIC,3931,03 8582 9797,03 8578 3028,NULL,NULL,admin@frankstonurologyservices.com.au
18330,Fred Combridge House,1a Campbell Grove,Northcote,VIC,3070,NULL,9841 1211,NULL,NULL,NULL
64403,Freedom Chiropractic,2 Selsey Street,SEAFORD,VIC,3198,03 9786 9699,03 9786 9666,NULL,NULL,reception@freedomchiropractic.com.au
69327,Freedom Dental Melbourne,"UNIT 6, 37-39 ALBERT ROAD",MELBOURNE,VIC,3004,03 9867 3470,03 9828 3888,NULL,NULL,info@freedomdental.com.au
63511,Freedom Physio & Pilates,793 Bellarine Highway,LEOPOLD,VIC,3224,03 5250 4793,03 5250 1549,NULL,NULL,NULL
16149,FREEMASON'S MED CTR,320 VICTORIA PARADE,MELBOURNE EAST,VIC,3002,9418 8209,9418 8211,NULL,NULL,NULL
52770,Freemasons Medical Centre,"Level 1 Suite 114, 320 Victoria Parade",EAST MELBOURNE,VIC,3002,0394151716,0394188210,NULL,NULL,peter@drpeterwein.com.au
43711,Fremantle Family Doctors,283 South Street,Hilton,WA,6163,08 9314 1922,08 9314 1999,NULL,NULL,NULL
43432,Fresenius Medical Care Sunshine Dialysis Clinic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63020,Fresh Approach to Wellness - Seddon,87 Victoria Street,SEDDON,VIC,3011,03 9337 2293,03 9337 2292,NULL,NULL,NULL
62903,Fresh Dentistry,27 Blackburn Road,BLACKBURN,VIC,3130,03 9878 8752,03 9878 8712,NULL,NULL,NULL
63115,Freshwater Osteopathy - George Town,"George Town District Hospital, 47 Anne Street",GEORGE TOWN,TAS,7253,03 6334 9066,03 6334 9044,NULL,NULL,admin@freshwaterosteopathy.com.au
65410,Freshwater Osteopathy - Newstead,15 Penquite Road,NEWSTEAD,TAS,7250,03 6334 9066,03 6334 9044,NULL,NULL,NULL
44690,Freshwater Place Medical,13-15/1 Freshwater Place,SOUTHBANK,VIC,3006,03 9926 3647,03 9926 3646,NULL,NULL,info@freshwaterplacemedical.com.au
65698,Friendent Dental Surgery,25 McNally Street,YARRAWONGA,VIC,3730,03 5743 3899,03 5743 3699,NULL,NULL,dentist@yarrawongadentist.com
21423,Friendly Medical Centre,83 Watton Street,Werribee,VIC,3030,9741 0075,9741 0074,NULL,NULL,NULL
61281,Friendly Medical Centre,83 Watton Street,WERRIBEE,VIC,3030,0397410075,0397410074,NULL,NULL,reception@friendlymc.com.au
18331,Fronditha Clayton Aged Care,94 Springs Rd,Clayton South,VIC,3169,NULL,9552 4132,NULL,NULL,NULL
19205,Fronditha Greek - Northern Metro,335 Station St,Thornbury,VIC,3071,NULL,03 9495 2306,NULL,NULL,NULL
19206,Fronditha Greek - Western Metro,181 Furlong Road,St Albans,VIC,3021,03 9495 2323,03 9495 2308,NULL,NULL,NULL
18332,Fronditha Templestowe,11 Omar St,Lower Templestowe,VIC,3107,NULL,8850 5111,NULL,NULL,NULL
54090,Fullerton Health Medical Centre,"Level 3, 255 Bourke Street",Melbourne,VIC,3000,9205 7588,9205 7500,NULL,NULL,NULL
51010,Fullerton Health Medical Centre,"Level 1, 111 Cecil Street",South Melbourne,VIC,3205,9284 3499,9284 3400,NULL,NULL,NULL
63330,Fullife Pharmacy Mill Park,"The Stables Shopping Centre, Shop 50, Childs Road",MILL PARK,VIC,3082,03 9404 1942,03 9404 2444,NULL,NULL,info@fullife.com.au
61530,Functional Minds Psychology,412 Mt Alexander Road,ASCOT VALE,VIC,3032,03 9011 6100,0466 318 091,NULL,NULL,info@functionalminds.com.au
19822,Furlong Medical,192 Furlong Road,St Albans,VIC,3219,9362 1705,9356 4588,NULL,NULL,NULL
63340,Furlong Road Medical Centre,192 Furlong Road,ST ALBANS,VIC,3021,03 8692 1111,03 8673 5173,NULL,NULL,reception@furlongroadmedical.com.au
66684,Furlong Road Physiotherapy,"Level 2, 147 Furlong Road",ST ALBANS,VIC,3021,03 8692 2812,03 9364 2221,NULL,NULL,admin@physioadvance.com.au
63586,Fusion Physiotherapy,86 McIvor Road,KENNINGTON,VIC,3550,03 5442 4110,03 5443 5411,NULL,NULL,info@fusionphysiotherapy.com.au
32050,Future Health Medical and Dental Centre,142 Maribyrnong Road,MOONEE PONDS,VIC,3039,03 9078 6294,03 9078 6259,NULL,NULL,medical@futurehealthcare.com.au
65219,Future Medical Imaging Group - Footscray,68 82 Hopkins Street,FOOTSCRAY,VIC,3011,03 9689 9919,03 9689 2221,NULL,NULL,NULL
62015,Future Medical Imaging Group - Hawthorn,109 133 Burwood Road,HAWTHORN,VIC,3122,03 9818 9420,03 9818 9400,NULL,NULL,NULL
67963,Future Medical Imaging Group - Hoppers Crossing,471 SAYERS ROAD,HOPPERS CROSSING,VIC,3029,03 8015 2520,03 8015 2500,NULL,NULL,NULL
67937,Future Medical Imaging Group - Moonee Ponds,347 Ascot Vale Road,MOONEE PONDS,VIC,3039,03 9375 3800,03 9375 3400,NULL,NULL,NULL
63613,Future Medical Imaging Group - St Albans,101 Main Road,ST ALBANS,VIC,3021,03 8312 7220,03 8312 7200,NULL,NULL,NULL
66816,Futures In Mind,20 LANGMORE LANE,BERWICK,VIC,3806,03 8669 4241,03 9796 2771,NULL,NULL,admin@futuresinmind.com.au
66380,G K Chong Dentist,686 Ferntree Gully Road,WHEELERS HILL,VIC,3150,03 9561 5377,03 9561 5355,NULL,NULL,NULL
73568,"Gabby Skelsey, Bayside Partners Counselling","Level 1 Suite 3, 875 Glenhuntly Road",CAULFIELD,VIC,3162,NULL,03 9018 9356,NULL,NULL,gabby@skelsey.com
68083,Gabriel Rusu - Psychologist Melbourne CBD,"Level 10 Suite 1012, 530 Little Collins Street",MELBOURNE,VIC,3000,03 97006549,0458 463 097,NULL,NULL,inactive@hts.invalid
69519,Gabriel Rusu - Psychologist Mount Eliza,1396 Nepean Highway,MOUNT ELIZA,VIC,3930,03 9787 9557,03 9787 4550,NULL,NULL,grcounselling@gmail.com
68767,Gabrielle Craske - Speech Pathologist,19 Victoria Esplanade,BELLERIVE,TAS,7018,NULL,03 6245 1434,NULL,NULL,gabrielle.g@bigpond.com.au
65299,Gabrielle van der Schoor - Psychologist,218 HIGH STREET,BELMONT,VIC,3216,0342067055,0488128096,NULL,NULL,murray.st.allied.health@gmail.com
66214,Gail Breckon - Massage Therapist,29 Sylvester Grove,PRESTON,VIC,3072,NULL,03 9471 2244,NULL,NULL,gailbreckon@bigpond.com
16151,GALLERIA MED CTR,"LEVEL 2, 343 LT COLLINS S",MELBOURNE,VIC,3000,9602 4635,9670 9950,NULL,NULL,NULL
66974,Galleria Medical Centre,"Level 2 Suite 213, 343 Little Collins Street",MELBOURNE,VIC,3000,03 9602 4635,03 9670 9950,NULL,NULL,galleriamedical@iinet.net.au
73519,Gamblers Help Southern,"Connect Health & Community, 2A Gardeners Road",BENTLEIGH EAST,VIC,3165,03 9570 2725,03 9575 5353,NULL,NULL,ghs.intake@connecthealth.org.au
63617,Gameplan Education Strategies,"Suite 2, 365 Smith Street",FITZROY,VIC,3065,NULL,03 9417 3099,NULL,NULL,mail@mygameplan.com.au
10442,GANDARRA PALLIATIVE CARE,GANDARRA PALLIATIVE CARE PO BOX 199,BALLARAT,VIC,3350,5320 3763,5320 3691,NULL,NULL,NULL
25469,GANNAWARRA FAMILY CLINIC,22 Victoria Street,E.Kerang,VIC,3579,5452 1902,5452 1601,NULL,NULL,NULL
60375,Gap Road Medical Centre,46 Gap Road,SUNBURY,VIC,3429,03 9740 8827,03 9740 4429,NULL,NULL,gapadmin@gaprdmedical.com.au
10001,GAP ROAD MEDICAL CENTRE,GAP ROAD MEDICAL CENTRE 46 GAP ROAD,SUNBURY,VIC,3429,9740 8827,9740 4429,NULL,NULL,NULL
50610,Garden Medical Group,"Level 3, 470 Wodonga Place",Albury,NSW,2640,02 6058 6168,02 6021 3555,NULL,NULL,NULL
64820,Garden Street Dental,36 Garden Street,GEELONG,VIC,3220,03 5229 5030,03 5229 5811,NULL,NULL,info@gardenstreetdental.com.au
18333,Garden View Court Hostel,Lowe St,Ararat,VIC,3377,NULL,5352 9324,NULL,NULL,NULL
18334,Gardenia Hostel,87 Argyle Ave,Chelsea,VIC,3196,976 0500,1300 133 414,NULL,NULL,NULL
18335,Gardenia Nursing Home,87 Argyle Ave,Chelsea,VIC,3196,976 0500,1300 133 414,NULL,NULL,NULL
67941,Gardens Dental,"Watergardens Town Centre Shop 175, 399 MELTON HIGHWAY",TAYLORS LAKES,VIC,3038,NULL,03 9449 2626,NULL,NULL,NULL
